1.0;[10, 9.861[
2.0;[10, 9.861[
3.0;[10, 9.861[
4.0;[10, 9.861[
5.0;[10, 9.861[
6.0;[10, 9.861[
7.0;[10, 9.861[
8.0;[10, 9.861[
9.0;[10, 9.861[
10.0;[10, 9.861[
11.0;[10, 9.861[
12.0;[10, 9.861[
13.0;[10, 9.861[
14.0;[10, 9.861[
15.0;[10, 9.861[
16.0;[10, 9.861[
17.0;[10, 9.861[
18.0;*
19.0;*
20.0;*
21.0;*
22.0;*
23.0;*
24.0;*
25.0;*
26.0;*
27.0;*
28.0;*
29.0;*
30.0;*
31.0;*
32.0;*
33.0;*
34.0;*
35.0;*
36.0;*
37.0;*
38.0;*
39.0;*
40.0;*
41.0;*
42.0;*
43.0;*
44.0;*
45.0;*
46.0;*
47.0;*
48.0;*
49.0;*
50.0;*
51.0;*
52.0;*
53.0;*
54.0;*
55.0;*
56.0;*
57.0;*
58.0;*
59.0;*
60.0;*
61.0;*
62.0;*
63.0;*
64.0;*
65.0;*
66.0;*
67.0;*
68.0;*
69.0;*
70.0;*
71.0;*
72.0;*
73.0;*
74.0;*
75.0;*
76.0;*
77.0;*
78.0;*
79.0;*
81.0;*
83.0;*
84.0;*
86.0;*
87.0;*
88.0;*
90.0;*
91.0;*
92.0;*
93.0;*
95.0;*
96.0;*
97.0;*
98.0;*
99.0;*
100.0;*
101.0;*
102.0;*
103.0;*
104.0;*
105.0;*
107.0;*
109.0;*
110.0;*
111.0;*
112.0;*
113.0;*
114.0;*
115.0;*
118.0;*
119.0;*
120.0;*
125.0;*
126.0;*
128.0;*
130.0;*
131.0;*
133.0;*
136.0;*
137.0;*
141.0;*
148.0;*
150.0;*
152.0;*
153.0;*
154.0;*
162.0;*
163.0;*
168.0;*
184.0;*
188.0;*
196.0;*
198.0;*
210.0;*
212.0;*
217.0;*
223.0;*
232.0;*
235.0;*
318.0;*
337.0;*
347.0;*
402.0;*
532.0;*
579.0;*
986.0;*
